issue_date,issue_time_utc,time_local,day_ahead,horizon_h,unit,p10,p50,p90,mean,y_plant,y_plant_raw
2025-12-31,2025-12-31 04:00:00,2026-01-01 00:00:00,1,14.0,plant,0.19990115789503982,0.6178431806518465,0.9137462873715694,0.6587354339995143,0.015,0.015
2025-12-31,2025-12-31 04:00:00,2026-01-01 01:00:00,1,15.0,plant,0.14717106744979444,0.48584997354750353,0.8719978073083523,0.49913708222561004,0.16166666666666668,0.16166666666666668
2025-12-31,2025-12-31 04:00:00,2026-01-01 02:00:00,1,16.0,plant,0.23041459125267705,0.5896101934098972,0.9270621911908432,0.5843568539900876,0.6333333333333333,0.6333333333333333
2025-12-31,2025-12-31 04:00:00,2026-01-01 03:00:00,1,17.0,plant,0.297716875777885,0.7590660061895724,0.9665155612949102,0.7166288451307496,0.9824999999999999,0.9824999999999999
2025-12-31,2025-12-31 04:00:00,2026-01-01 04:00:00,1,18.0,plant,0.38624227099491953,0.8248439903579183,0.990466510845092,0.8200473979283825,0.9849999999999999,0.9849999999999999
2025-12-31,2025-12-31 04:00:00,2026-01-01 05:00:00,1,19.0,plant,0.20570967827119077,0.6187943599759682,0.9364425538850158,0.6076073861592471,0.9816666666666667,0.9816666666666667
2025-12-31,2025-12-31 04:00:00,2026-01-01 06:00:00,1,20.0,plant,0.09146496288950537,0.5890696373636555,0.8131854483769545,0.49507029776921746,0.9566666666666667,0.9566666666666667
2025-12-31,2025-12-31 04:00:00,2026-01-01 07:00:00,1,21.0,plant,0.08261438443074248,0.5483137803410097,0.7542660887227014,0.48172886679981525,0.8208333333333333,0.8208333333333333
2025-12-31,2025-12-31 04:00:00,2026-01-01 08:00:00,1,22.0,plant,0.05859081003116841,0.3172165949319622,0.682134001695843,0.39202593092060417,0.5783333333333334,0.5783333333333334
2025-12-31,2025-12-31 04:00:00,2026-01-01 09:00:00,1,23.0,plant,0.031043691240156386,0.20847686693834627,0.4607700975720239,0.2645101892575069,0.4216666666666667,0.4216666666666667
2025-12-31,2025-12-31 04:00:00,2026-01-01 10:00:00,1,24.0,plant,0.017001130436425965,0.183178077716461,0.2631445859389033,0.2142938855863304,0.33499999999999996,0.33499999999999996
2025-12-31,2025-12-31 04:00:00,2026-01-01 11:00:00,1,25.0,plant,0.005922655621846834,0.09191755669322368,0.14858369989681938,0.12000813644078587,0.11333333333333334,0.11333333333333334
2025-12-31,2025-12-31 04:00:00,2026-01-01 12:00:00,1,26.0,plant,0.0050841760868119605,0.04045677299593883,0.11879557199503682,0.09715322333105131,0.05083333333333334,0.05083333333333334
2025-12-31,2025-12-31 04:00:00,2026-01-01 13:00:00,1,27.0,plant,0.002989504887738313,0.02352586846443303,0.09974762298697999,0.06817549004333706,0.06666666666666668,0.06666666666666668
2025-12-31,2025-12-31 04:00:00,2026-01-01 14:00:00,1,28.0,plant,0.004283816596702084,0.03598055996351983,0.09987812317958764,0.07905337743337969,0.02,0.02
2025-12-31,2025-12-31 04:00:00,2026-01-01 15:00:00,1,29.0,plant,0.0038816435584443183,0.08250573611321538,0.2370861797443648,0.1322425724317422,0.009166666666666667,0.009166666666666667
2025-12-31,2025-12-31 04:00:00,2026-01-01 16:00:00,1,30.0,plant,0.006779709089163776,0.10554064213884634,0.3244099398087454,0.1544189317618871,0.01,0.01
2025-12-31,2025-12-31 04:00:00,2026-01-01 17:00:00,1,31.0,plant,0.007573295348709705,0.08870802825116376,0.3175260651648377,0.16735233544105887,0.011666666666666667,0.011666666666666667
2025-12-31,2025-12-31 04:00:00,2026-01-01 18:00:00,1,32.0,plant,0.0055274463392059525,0.08700624466104472,0.2675272823457083,0.18754689167799105,0.023333333333333334,0.023333333333333334
2025-12-31,2025-12-31 04:00:00,2026-01-01 19:00:00,1,33.0,plant,0.005573351002687338,0.08486440366455925,0.3276650812792523,0.19389729439397568,0.019166666666666665,0.019166666666666665
2025-12-31,2025-12-31 04:00:00,2026-01-01 20:00:00,1,34.0,plant,0.005500796202756317,0.0800116402221516,0.3355373793328035,0.1439186912425175,0.07500000000000001,0.07500000000000001
2025-12-31,2025-12-31 04:00:00,2026-01-01 21:00:00,1,35.0,plant,0.005590196070131893,0.07197726563896897,0.31993409730250466,0.13993994514337,0.07083333333333333,0.07083333333333333
2025-12-31,2025-12-31 04:00:00,2026-01-01 22:00:00,1,36.0,plant,0.00587245379400285,0.06171490360832284,0.2578169430808463,0.14711798695394038,0.04166666666666667,0.04166666666666667
2025-12-31,2025-12-31 04:00:00,2026-01-01 23:00:00,1,37.0,plant,0.00592185378796383,0.07635999555997539,0.1983814219997135,0.13452692293935897,0.009166666666666667,0.009166666666666667
2025-12-31,2025-12-31 04:00:00,2026-01-02 00:00:00,2,38.0,plant,0.0038125871715256063,0.053595196888008526,0.17601709905947868,0.11911310205792652,0.01,0.01
2025-12-31,2025-12-31 04:00:00,2026-01-02 01:00:00,2,39.0,plant,0.0038954144538836605,0.035171324629731146,0.1536786858297863,0.10639716356190024,0.009166666666666667,0.009166666666666667
2025-12-31,2025-12-31 04:00:00,2026-01-02 02:00:00,2,40.0,plant,0.004013226923722722,0.03536452143100507,0.1326376935579811,0.11224497665951282,0.01,0.01
2025-12-31,2025-12-31 04:00:00,2026-01-02 03:00:00,2,41.0,plant,0.004132386562272499,0.038244120874667824,0.1672001700881322,0.10796920499346667,0.01,0.01
2025-12-31,2025-12-31 04:00:00,2026-01-02 04:00:00,2,42.0,plant,0.003922678144110905,0.027161681420402494,0.11104433021683023,0.09458961413723041,0.0075,0.0075
2025-12-31,2025-12-31 04:00:00,2026-01-02 05:00:00,2,43.0,plant,0.0038616554461379333,0.03033429022951194,0.13365049622073238,0.09101873352474403,0.01,0.01
2025-12-31,2025-12-31 04:00:00,2026-01-02 06:00:00,2,44.0,plant,0.0028868798322223667,0.03743514616950085,0.1415926922090276,0.09743256367688975,0.01,0.01
2025-12-31,2025-12-31 04:00:00,2026-01-02 07:00:00,2,45.0,plant,0.0037464909597581296,0.028288177947425285,0.13680250754241874,0.07720736391779233,0.01,0.01
2025-12-31,2025-12-31 04:00:00,2026-01-02 08:00:00,2,46.0,plant,0.0032667998277861763,0.018050058855756435,0.10470444414962042,0.07918790078046381,0.01,0.01
2025-12-31,2025-12-31 04:00:00,2026-01-02 09:00:00,2,47.0,plant,0.003448374001756303,0.019150523716347533,0.14092607089306658,0.09133825123142826,0.07583333333333334,0.07583333333333334
